revenue,gender,age,engaged_last_30,lifecycle, days_since_last_order ,previous_order_amount,3rd_party_stores
79.99,1,59,0,C,0.35,998.97,10
169.99,,,,A,0.19,632.92,0
1039.98,1,67,0,C,9.06,11597.9,2
349.98,1,60,0,A,0.81,3627.43,0
1089.85,1,87,0,B,1.71,2376.2,0
110.99,1,82,0,C,5.48,400.4,2
26.99,,,,C,9.32,583.587,4
763.82,1,50,0,A,0.16,6859.071,0
521.98,,,,C,5.45,7101.95,2
119.81,,,,C,2.32,241.75,10
101.96,1,45,0,C,6.35,757.14,5
39.99,1,75,0,A,0.16,1003.885,0
501.75,,,,C,6.94,5667.736,0
79.99,,,,C,17,785.397,10
116.96,,,,C,0.55,3614.42,10
799.98,1,56,0,C,21.87,2053.98,3
89.99,1,49,0,A,0.13,991.99,0
33.99,1,79,0,C,4.65,1406.571,10
26.99,,,,C,11.94,1189.621,3
93.96,1,32,0,B,4.13,1641.44,0
838.97,,,,C,22.32,827.959,0
73.96,1,43,0,B,1.94,1322.97,0
287.46,0,56,0,B,1.71,1985.774,0
89.07,,,,C,20.16,1328,10
3640.83,,,,B,3.74,6174.351,0
203.98,1,63,0,C,12.61,8194.751,0
115.96,1,47,0,B,1.65,1631,0
338.35,1,60,0,C,8.13,781.99,3
504.94,,,,C,14.65,5088.574,0
133.96,0,41,0,C,16.55,2373.824,0
71.18,1,65,0,C,10.19,2398.599,10
39.99,1,43,0,A,0.23,2820.557,0
69.99,0,57,0,C,7.84,1118.78,0
113.99,,,,B,1.16,757.98,0
69.99,1,44,0,C,6,2167.98,0
79.96,1,69,0,B,1.39,1023.509,0
714.95,1,86,0,C,23.55,511.5,0
174.97,1,56,0,B,1.32,2899.374,0
559.92,,,,C,2.1,1027.551,10
175.99,1,38,0,C,6.19,1994.357,0
349,,,,C,20.48,3449.179,10
1019.99,,,,B,2.97,1243.94,0
56,1,74,0,C,6.39,1868.94,2
87.26,1,61,1,C,16.19,2117.011,0
78.26,1,80,0,C,6.71,843.002,1
41.98,1,68,0,C,16.06,757.514,10
588.97,1,43,0,B,1.87,6.99,0
217.96,,,,A,0.19,2580.91,0
69.98,1,66,0,C,5.23,2089.144,0
255.99,1,63,0,C,4.19,1719.48,1
119.99,,,,C,5.32,1780.95,2
209.99,,,,C,11.35,1245.28,0
139.99,1,28,0,B,1.39,2397.97,0
119.99,,,,C,9.23,1824,1
649.99,,,,C,13.39,2646.092,0
419.98,,,,B,2.52,8309.891,0
318.99,,,,C,14.39,1316.99,10
140,1,63,0,C,6.52,1737.64,0
359.99,1,52,0,C,7.61,0,3
178.99,1,64,1,C,16.71,1226.72,6
347.98,1,66,0,B,1.48,1127.96,0
1549.97,,,,C,22.1,3942.692,10
519.16,1,81,0,C,14.19,3843.127,3
140,1,72,0,C,11.1,1865.164,5
1248,,,,C,8.19,650.99,0
179,,,,C,21.13,5373.34,0
1293.903,1,82,0,C,10.42,3002.58,10
208.99,,,,C,5.23,844.537,10
53.97,,,,C,14.81,636.477,6
69.77,1,68,0,A,0.32,1100.98,0
69.99,1,54,0,B,2.26,2055.92,0
1098,1,53,0,C,16.23,2077.474,0
261.446,,,,A,0.42,1852.621,0
59.95,,,,C,12.9,2393.97,10
35.98,1,67,0,C,1.52,1583.211,2
114.99,,,,C,6.9,883.96,10
89.99,1,62,0,B,1.77,5221.964,0
66.98,1,54,0,C,4.26,1272.149,1
199.86,,,,C,23.03,1260.557,10
179.97,,,,C,15.55,1504,0
101.67,1,41,0,C,15.55,2000.247,1
239,1,40,0,C,9.74,3963.15,0
31.98,1,49,0,C,9.9,1400.95,0
19.99,0,62,0,C,5.97,705.002,2
105.96,1,70,0,C,20.52,0,10
576.97,1,48,1,C,4.94,11597.9,0
499.99,1,53,0,C,21.71,2046.474,0
549.98,1,73,0,C,19.32,2822.08,0
220.96,1,57,0,B,2.23,926.947,0
673.97,,,,C,8.06,4441.789,2
1697.99,0,54,0,C,12.84,2153.99,0
567.41,1,57,0,B,1.68,4626.345,0
87.26,,,,C,3.52,656.32,1
399.99,1,52,0,B,1.74,1930.472,0
21.99,,,,B,1.94,0,0
947.97,1,44,0,A,0.68,11597.9,0
439.99,1,42,0,C,12.1,1929.01,0
66.98,1,63,0,C,4.39,2179.777,1
99.17,1,75,0,C,6.39,1892.707,1
16.98,1,83,0,C,4.65,1531.674,3
65.98,1,85,0,C,8.32,2636.192,3
69.99,,,,B,4.94,2505.48,0
52.98,1,57,0,B,1.03,2231.894,0
504.93,1,64,0,C,10.45,2712.577,0
96.99,1,58,0,C,10.74,551.412,1
57.97,,,,A,0.42,4745.334,0
840.59,,,,A,0.97,1397.15,0
229.99,,,,B,2.29,2921.022,0
821.97,,,,C,11.77,2687.98,0
140,,,,C,12.42,0,5
1469.88,1,76,0,A,0.29,9174.364,0
333.98,1,62,0,B,1.52,4897.167,0
39.98,1,78,0,C,3.81,663.187,10
282.98,1,82,0,B,2.1,6262.387,0
110.99,1,99,0,C,7.84,168.39,0
227.99,1,48,0,C,4.65,1176,1
190.916,1,52,0,C,1.58,2324.487,10
457.98,,,,C,11.13,6479.142,0
69.99,1,62,0,C,4.81,279.24,1
514,,,,B,1.94,2719.97,0
228.39,1,56,0,A,0.45,2827.91,0
515.97,1,55,0,B,1.16,4732.011,0
720.97,,,,C,17.06,2332.862,0
527.97,,,,C,18.29,1787.752,1
170.91,,,,C,5.71,6353.04,2
140,1,72,0,C,11.32,977.99,5
1219.69,,,,C,9.16,6143.915,0
839.61,1,44,0,B,1.87,1887.732,0
65.99,,,,C,16.87,566.86,7
258,,,,C,21.32,955.37,10
239,,,,C,22.71,1832.98,10
239,1,70,0,C,10.52,981.99,2
134.99,1,81,0,C,4.06,2621.784,3
279.98,,,,B,4.13,14.85,0
109.95,,,,C,3.87,56.25,1
329,1,59,0,B,4.52,1249,0
30.99,,,,C,2.32,2594.397,0
531.411,,,,C,11.48,761.87,5
43.98,1,80,1,A,0.29,3220.33,0
473.14,1,66,0,B,2.94,6842.662,0
69.99,,,,C,16.97,2388.517,10
55.98,1,,0,B,0.84,1042.77,0
75.96,1,61,0,C,14.13,542.98,10
66.98,,,,C,11.71,2208.341,3
2345.94,1,35,0,A,0.13,0,0
65.99,,,,C,2.06,1300.27,10
66.98,,,,C,10,1363.347,2
823.48,1,53,0,B,2.26,5981.3,0
99.99,1,87,0,C,9.55,2255.29,4
179,1,69,0,C,22.61,1810.99,0
69.99,1,47,0,C,5.74,7022.754,0
574.99,,,,C,16.19,2780.621,0
745.51,1,73,0,C,11.58,1164.99,2
188.98,1,54,0,B,1.26,3896.004,0
49.92,1,58,0,C,6.58,2271.537,0
98.97,,,,C,7.87,4954.883,0
66.98,1,57,0,C,21.23,1592.246,4
239,1,86,0,C,4.71,519.99,2
369.98,,,,A,0.29,0,0
350.94,,,,B,1.13,3478.49,0
86.97,,,,C,12.71,374,5
109.99,,,,A,0.42,1477.252,0
167.031,,,,C,2.84,3402.476,1
69.29,,,,C,22.97,8.99,10
1261.47,1,66,0,C,20.94,3517.37,10
97.97,1,66,0,C,8.23,238.99,2
99.96,1,71,0,C,5.39,0,2
1114,,,,C,5.65,1233,0
629.98,1,45,0,B,1.58,1896.98,0
149.99,1,36,0,C,0.61,622.43,10
64.99,1,50,0,A,0.35,2533.55,0
85.99,1,79,0,C,7.87,455.577,1
1525.99,1,61,0,C,5.03,2946.096,0
34.99,1,55,0,C,5.26,404.88,0
171.98,1,40,0,B,2.42,1421.287,0
224.98,,,,B,2.39,3421.96,0
24.99,,,,A,0.55,1026.02,0
474,,,,C,19.06,2145.614,1
249.99,1,37,0,C,5.35,2010.97,0
1357.96,1,69,0,C,10.13,1708.3,0
63.98,1,63,0,C,8.06,993.587,0
588.97,1,65,1,C,18.68,1018.99,0
129.95,,,,C,2.94,1603.509,10
478.97,,,,C,3.13,4059.434,0
99.17,,,,B,1.23,4793.036,0
229.19,1,44,0,C,7.77,539.99,1
157.96,,,,C,12.42,787.866,1
39.98,1,61,0,C,12.97,2041.322,5
248,1,51,0,B,1.13,587.93,0
710.57,1,60,1,C,8.77,355.99,10
26.99,1,86,0,C,3.71,936.99,10
43.99,,,,C,17.77,1448.94,10
83.87,1,47,0,C,5.06,4051.439,0
1410.38,1,61,0,C,14.45,1042.334,6
74.99,1,77,0,C,18.87,114.99,4
27.99,1,67,0,C,7.35,5630.122,2
65.99,,,,B,1.1,1696.11,0
123.96,,,,C,4.29,84.99,10
61.98,1,49,0,A,0.45,1536.9,0
599.96,1,72,0,B,2.65,11597.9,0
56,1,59,0,B,1.74,1620.82,0
69.97,1,43,0,B,1.61,3136.43,0
69.99,,,,A,1,1894.619,0
354.97,,,,B,3.94,1315.99,0
3707.98,,,,C,22.16,4376.25,10
115.99,1,66,0,C,17.32,1802.144,10
115.99,1,83,0,C,19.68,1609.3,4
78.98,1,59,0,C,4.45,1.95,1
221.98,1,76,0,C,4.52,6551.697,1
69.97,,,,C,7.84,104.94,3
66.98,,,,B,1.97,2859.437,0
691.27,1,54,0,B,3.81,544,0
718.97,1,54,0,C,19.26,5283.95,10
33.99,,,,C,16.48,990.702,0
76.97,1,73,0,B,3.35,381.74,0
95.99,,,,A,0.48,1862.04,0
239,1,63,0,C,9.16,7579.462,4
787.97,1,45,0,A,0.87,4505.265,0
239,1,66,0,C,2.68,4668.582,4
1268.51,1,83,0,C,12.87,1549.941,0
66.98,1,53,0,C,10.16,3342.524,4
66.98,1,75,0,C,7.06,639.577,10
83.96,1,66,0,A,0.13,806.054,0
140,1,82,0,C,11.19,670.83,10
104.17,1,51,0,A,0.77,3644.27,0
89.99,,,,B,1.06,935.99,0
358.94,,,,A,0.39,2358.15,0
870.97,,,,C,17.48,1776.992,10
99.95,,,,A,0.68,654.98,0
69.99,1,88,0,C,18.13,1984.65,0
19.98,,,,A,0.13,3862.306,0
225.98,,,,C,13.55,5391.306,0
674.96,,,,C,9.9,558.21,4
587.97,1,68,0,A,0.13,4650.112,0
379,1,66,0,C,7.9,1597.604,3
154.99,1,73,0,C,5.16,5419.359,0
69.97,1,55,0,B,1.19,1900.82,0
920.4,1,44,0,C,18.52,1300.27,0
57.97,1,63,0,C,8.94,797.866,0
107.98,,,,C,19.29,0,10
79,1,74,1,C,9.19,719.25,0
71.18,1,65,0,B,2.9,5774.711,0
87.99,1,,0,B,1.77,0,0
112,1,52,0,C,5.77,3104.201,10
2678.93,,,,C,17.42,5318.973,0
55.97,1,82,0,C,12.52,609.614,10
99.98,1,48,0,C,19.94,3870.157,0
468.92,1,51,0,C,10.84,116.74,0
178.99,,,,C,18.87,3131.46,10
1659.82,1,41,0,C,17.19,2441.644,3
797.97,,,,C,8.81,84.99,0
348.95,,,,C,3.39,1256.99,3
17.99,,,,C,9.81,499,4
140,,,,C,23.1,989.01,10
71.18,1,74,0,B,2.48,2031.571,0
638.98,1,44,0,A,1,2025.554,0
630.45,1,41,0,C,16,1011.97,2
30.99,1,53,0,C,2.87,741.98,1
239,1,75,0,C,7.19,6361.62,0
102.97,,,,C,6.52,770.98,1
87.26,1,68,0,C,11.97,2164.837,5
499.99,1,80,0,C,13.39,2085.594,0
239,,,,C,15.39,1262.009,4
26.99,1,57,0,C,8.35,2157.387,0
71.18,1,67,0,B,3.29,5395.75,0
1321.32,1,61,0,C,7.35,0,1
72.99,1,61,0,C,15.48,4508.239,4
129.95,,,,C,0.13,0,10
114.99,,,,B,3.13,1512.4,0
549.99,,,,C,2.81,530.99,1
208.95,1,68,0,C,8.45,2535.42,3
899.98,,,,B,1.77,8933.876,0
949.99,,,,C,18.1,7543.43,0
239,1,91,0,A,0.35,2357.91,0
1675,1,53,0,C,7.94,4291.412,0
219.98,1,44,0,C,4.74,0,2
35.98,1,61,0,C,22.1,2960.94,7
71.96,1,73,0,C,6.1,4959.888,5
129,,,,C,11.16,1343.99,5
1464.74,1,62,0,C,10.97,5182.452,0
798.32,1,52,0,C,2.29,3692.18,0
195.98,1,52,0,B,3.39,2705.98,0
389.99,,,,C,7.42,873.2,3
349.99,1,56,0,C,23.45,10088.286,1
114.98,1,54,0,A,0.39,311.97,0
1379.84,,,,C,12.74,1491.935,0
753.25,1,80,0,C,4.06,1929.921,10
140,,,,C,11.16,460.98,10
582.16,,,,B,2.9,3892.794,0
79.99,1,59,0,A,0.39,1699.77,0
60.27,,,,B,2.1,3670.212,0
30.99,1,79,0,C,15.71,1490.544,7
55.98,1,70,0,C,7.29,1830.18,5
83.06,1,73,0,C,7.13,139.99,3
29.99,,,,C,15.35,0,0
239,1,80,0,B,1.48,5190.417,0
44.97,1,78,0,B,1.06,2232.432,0
699.99,1,61,0,C,20.65,1209.98,0
197.99,1,68,0,B,3.26,39.99,0
33.99,,,,C,7.74,1321.8,0
497.739,0,67,0,C,9.55,950,10
954.99,,,,C,5.06,929.97,0
139,1,81,0,C,6.81,1886.831,0
1547.97,1,48,0,C,6.13,11597.9,0
28.98,,,,C,23.58,4409.7,0
149.99,,,,C,18.39,2284.18,5
925.14,,,,C,14.52,4005.894,3
26.99,1,64,0,C,19.84,0,10
110.25,1,66,0,C,5.48,1717.341,2
19.99,1,73,0,C,5.32,1038.414,0
648.99,1,78,0,C,14.52,0,0
504.97,,,,C,20.1,1081.98,9
137,,,,C,16.9,1107,1
478.99,1,54,0,C,16.35,528.99,0
59.99,1,61,0,B,1.45,2126.148,0
129.98,1,50,1,C,6.06,3766.673,0
79.96,1,55,0,C,9.74,737.372,4
320.97,1,71,0,A,0.87,717.99,0
228.6,1,34,0,A,1,2885.852,0
503.56,,,,C,11.19,1420.327,5
59.99,,,,A,0.74,3788.797,0
71.18,1,90,0,C,7.55,1826.567,0
1630.19,0,66,0,C,16.13,7766.662,1
164.94,1,79,0,A,0.52,6262.778,0
239,,,,C,5.26,1079.99,1
109.95,1,63,0,C,17.84,1991.114,10
69.97,1,79,0,C,4.45,968.24,1
364.79,,,,C,8.71,1070.98,0
69.99,,,,C,22.26,1934.945,10
96.96,1,56,0,C,10.52,1443.387,0
59.97,,,,B,4.1,961,0
109.99,,,,C,11.77,4.95,10
179,,,,C,13.19,1005.484,10
46.98,,,,A,0.26,0,0
69.99,1,52,0,B,1.65,0,0
34.99,1,57,0,C,4.1,0,10
365.918,1,53,0,B,1.35,2172.68,0
239,1,70,0,B,1.16,3427.664,0
1135.59,1,45,0,C,11.68,2870.98,0
69.99,1,38,0,C,3.87,607.99,10
1580.73,1,58,0,A,0.81,858,0
29.99,,,,C,7.23,1704.86,0
482.6,,,,C,12.16,247.39,0
59.99,1,40,0,C,9.52,0,0
163.864,1,69,0,C,12.77,2072.99,2
30.99,1,44,0,B,4.39,1881.842,0
79.99,,,,C,2.32,980.58,3
297.99,,,,C,4.1,2036.919,0
85.96,,,,C,4.9,0,2
743.97,1,57,0,C,20.45,9,0
54.98,,,,A,0.9,1462.494,0
478.97,1,60,0,C,20.45,1793.01,5
116,1,61,0,B,1.29,5186.487,0
69.99,,,,C,13.19,684.98,2
1044.31,1,68,0,C,7.35,6819.089,0
958.96,,,,B,2.13,2180.79,0
109.95,1,47,0,C,1.13,2026.332,2
671.16,1,60,0,B,2.13,2204.057,0
340.76,1,61,0,C,23.71,2809.677,2
99.17,1,45,0,C,6.06,2177.18,0
69.97,1,68,0,C,5.97,2255.594,2
144.95,1,59,0,B,3.32,2256.608,0
63.98,1,66,0,C,11.42,1214.19,0
112.49,1,61,0,C,12.87,664.19,1
239,,,,C,18.9,1668.24,10
192.446,,,,C,16.23,955.935,0
375.671,1,66,0,B,2.65,3870.595,0
261.97,,,,B,4.61,4383.484,0
918.96,1,,1,A,0.39,4045.87,0
56.04,1,67,0,C,11.58,2231.31,5
1299.54,1,63,1,C,5.03,11597.9,0
316.18,1,73,0,B,3.45,2456.5,0
63.17,1,74,0,C,3.23,1595.909,1
660.18,,,,C,4.55,3936.62,2
71.98,1,74,0,C,14.32,895.587,10
2080.18,1,58,0,C,9.35,4216.611,0
1145.12,,,,C,0.58,2132.368,1
26.99,,,,A,0.13,1661.174,0
2714.42,1,46,0,C,13.45,1420.15,0
2442.99,,,,C,7.87,1975,0
75.99,1,50,0,B,2.74,2097.124,0
87.98,1,80,0,C,21.26,1605.3,6
28.99,1,42,0,A,0.84,1124.78,0
573.99,1,56,0,B,1.74,25.98,0
539.99,1,47,1,B,1.06,1431.97,0
44.99,1,62,1,C,3.81,3056.23,1
59.99,1,54,0,C,8.81,3809.98,0
734.97,1,54,0,B,3.68,1662.95,0
57.98,1,79,0,C,8.68,2.95,4
1135.3,,,,C,14.06,1447.812,0
89.99,,,,B,3.23,3163.901,0
113.98,1,53,0,C,2.55,1333.3,1
26.99,,,,C,20.84,1028.99,10
49.99,1,,0,B,4.16,9545.93,0
16.99,1,55,0,C,6.97,1413.611,3
33.98,1,82,0,C,11.19,1627.841,4
37.98,1,53,0,B,3.77,1131.97,0
30.99,1,45,0,C,1.58,674,1
33.99,1,50,0,C,9.45,0,4
688.97,1,93,0,A,0.13,5064.888,0
688.97,,,,C,8.42,1463.93,0
832.99,,,,C,18.23,0,0
100.17,,,,C,4,903.484,5
101.96,1,87,0,B,1.68,1668.214,0
5.99,,,,C,17.06,772.694,1
52.97,1,59,0,C,7.39,1921.038,2
158.94,1,66,0,C,6.26,0,2
59.99,,,,B,2.26,0,0
1236.32,1,67,0,C,3.19,1711.9,10
519.98,0,46,0,C,11.16,4121.64,5
53.99,1,59,1,C,5.23,1494.48,2
39.98,1,66,0,C,6.48,1374.554,0
57.98,,,,C,10.35,1225.96,2
179.46,1,63,0,A,0.13,1642.99,0
488.97,,,,B,3.1,4594.532,0
149.99,1,87,0,B,4.03,1954.094,0
626.17,,,,B,2.77,1321.22,0
779.99,,,,C,12.32,1214.499,5
119.95,1,89,0,C,4.9,1326.086,1
157.99,,,,C,13.19,900,5
113.98,1,50,0,B,2.84,1862.99,0
16.99,0,35,0,C,6.42,0,0
225.72,1,84,0,A,0.42,7678.621,0
1567.96,1,70,0,C,10.55,5071.134,0
119.99,,,,C,3.97,1089.43,1
428.37,1,68,0,B,1.45,278.99,0
2161.44,1,57,0,C,0.42,4948,10
44.99,1,76,0,A,0.52,2880.02,0
1206.82,,,,C,13.1,533,0
1098.57,1,72,0,C,10.45,32,1
2268.93,,,,C,7.42,0,3
87.26,1,53,0,C,17.55,711.99,0
759.98,1,49,0,C,13.52,1239.99,0
97.97,1,55,0,B,2.45,1612.93,0
28.99,1,66,0,A,0.48,2808.89,0
176.15,,,,C,12.87,2620.519,0
49.99,,,,C,14.42,735.88,0
34.99,1,54,0,C,5.1,1207.982,0
164.99,1,52,0,C,11.81,2278.98,0
57,1,49,1,B,1.1,1390.07,0
163.95,1,47,0,C,4.13,1381.459,1
299.99,,,,C,15.42,674.95,3
63.98,1,95,0,C,17.74,614.537,10
79,,,,C,10.74,2796.184,4
66.98,1,90,0,C,5.06,8,0
1122.07,1,43,0,C,8.71,1998.794,3
164.95,1,75,0,C,19.35,882,10
205.99,1,62,0,B,2.13,3368.95,0
199.98,1,47,0,C,14.32,2598.02,1
134.98,1,50,0,C,6.26,3071.387,0
79.98,1,87,0,C,5.35,663.772,10
682.52,,,,C,20,3380.97,10
31.98,,,,C,0.16,568.43,10
47.98,,,,C,6.19,1786.96,10
40.68,,,,B,3.23,2400,0
377.12,,,,C,15.19,516.99,0
288.97,,,,C,10.16,424.49,10
99.95,1,61,0,C,3.39,3334.697,1
39.96,,,,B,1.39,2137.72,0
120.98,1,79,0,C,10.19,4085.5,0
349.95,1,,0,A,0.84,744,0
688.97,1,34,0,C,8.84,6166.95,0
161.99,1,56,0,B,1.06,1606.99,0
39.99,1,50,0,B,1.06,3623.804,0
73.96,,,,C,3.29,678,1
708.97,1,75,0,C,0.58,1909.611,10
34.99,1,68,0,C,9.19,2598.148,10
570.71,1,82,0,C,15.84,0,10
157.96,1,77,0,C,7.87,1284.437,10
189.96,1,67,0,C,2.97,0,10
518.56,1,58,0,C,13.77,3929.904,0
53.98,1,66,0,A,0.39,0,0
27.99,,,,C,3.87,655.74,1
68.96,1,44,0,C,9.68,800.89,4
61.16,1,54,0,C,8.97,711.19,4
180.418,1,54,0,B,1.74,1976.24,0
119.99,,,,A,0.26,1946.93,0
42.98,1,49,0,C,9.58,1988.49,0
129,,,,C,16.29,598,10
49.99,,,,C,0.81,449.99,10
89,1,65,0,C,22.65,1064.631,0
98.97,1,53,0,C,7.26,2523.731,1
488.9,1,47,0,C,8.48,4077.15,0
328.95,1,54,0,C,14.26,1438,6
97.97,,,,C,2.29,2080.537,1
399,,,,B,1.48,2314.63,0
59.99,1,73,1,C,21.06,0,10
373.99,1,50,0,C,12.29,6045.831,0
42.99,1,50,0,A,0.55,2127.74,0
52.98,,,,C,20.74,856.97,10
511.96,1,51,0,C,7.65,3347.466,2
119.29,,,,C,6.48,2216.9,0
371.93,1,,0,B,4.13,458,0
226.86,,,,B,1.68,2499.54,0
424.99,,,,B,1.48,1213.98,0
170.99,,,,B,1.1,2054.98,0
59.99,1,77,0,C,13.81,1535.312,0
56.99,1,,1,B,2.26,6512.194,0
33.24,,,,C,18.19,507.002,0
1575.92,1,58,0,C,12.32,4887.501,2
299.95,,,,C,12.68,1100.96,0
36.98,1,43,0,C,1.42,2345.229,5
149.99,1,83,0,A,0.13,2422.97,0
418.87,,,,C,17.94,3904.78,0
129.95,,,,C,5.74,0,10
695.92,1,36,0,C,3.03,825.91,1
57.69,,,,C,0.16,3182.04,10
71.98,1,62,0,C,11.39,1216.55,5
130.49,,,,C,10.9,0,5
699.98,1,71,0,C,15.84,2034.154,5
1009.81,1,,0,C,12.35,12,0
544.95,1,35,0,C,8.58,459.99,0
1199.97,1,,1,B,3.71,11597.9,0
735.95,,,,C,5.26,2483.352,0
673.99,,,,C,13.26,550.99,5
79.99,,,,A,0.52,763.22,0
29.99,,,,B,1.74,503,0
44.99,1,58,0,A,0.13,3206.242,0
303.24,1,80,0,C,2.23,341.2,10
99.99,,,,B,2.94,928.97,0
1333.43,1,52,0,C,10.23,988.43,4
419.26,,,,A,0.65,1674.75,0
20.99,,,,C,12.19,2638.09,10
239,1,70,0,C,8.48,6963.98,0
429.97,,,,A,0.16,1219.98,0
179,1,76,0,C,6.71,1437.98,0
22.99,1,71,0,C,18.84,697.05,3
87.26,1,60,0,C,7.19,1017.14,5
1444.99,1,57,0,C,12.23,3274.3,1
429.99,0,49,0,C,9.68,1616.93,0
299.99,,,,B,1.06,2101.14,0
1158.95,1,49,0,C,17.77,41.98,0
289.97,,,,C,21.26,2213.48,2
357.98,1,29,0,C,8.84,5719.444,0
36.98,1,55,0,C,7.9,3979.295,0
19.99,1,56,0,C,17.74,1005.454,5
41.98,,,,C,3.19,2426.127,1
59.99,1,44,0,C,7.45,376.6,3
419.418,1,67,0,B,2.06,2747.455,0
97.97,1,68,0,C,10.87,223.99,1
415.97,1,51,0,C,15.13,1063.98,10
74.97,1,80,0,C,10.35,558,10
71.18,1,44,0,C,5.23,2141.701,5
59.99,1,49,0,B,1.61,3632.684,0
57.98,1,75,0,C,3.42,0,1
737.98,1,33,1,C,7.29,4838.907,0
101.67,,,,C,20.65,2097.082,10
302.97,1,65,1,A,0.58,634.237,0
1076.97,,,,C,23.26,1475.05,0
46.98,1,83,0,B,4.39,0,0
134.94,,,,B,2.03,4878.208,0
449.99,,,,C,22.29,4566.041,2
357.98,1,55,0,C,21.35,385,2
36.98,1,73,0,C,10.45,896.034,10
154.98,,,,C,9.52,620.99,0
400.95,1,52,0,A,0.13,7421.259,0
19.99,,,,C,6,0,0
97.97,,,,C,11.97,770.08,10
179.99,1,81,0,A,0.77,1388.6,0
494.97,1,60,0,C,18.61,3404.934,0
98.97,,,,C,7.23,635.93,3
96.96,1,70,0,C,3.06,1471.99,1
79.99,,,,B,2.84,1121.99,0
97.97,,,,C,3.29,2544.034,4
368.97,1,61,0,C,10.29,2163.04,0
207.97,1,44,0,A,0.13,1434.15,0
5.99,,,,C,20.26,1249.99,1
87.26,1,68,0,C,7.35,458.94,4
66.98,1,53,0,C,6.71,1768.183,0
299.99,,,,C,22.42,1012.96,1
119.99,,,,C,22.68,2947.35,0
57.98,,,,C,10,0,10
158.15,,,,C,6.74,2304.734,0
39.98,1,79,0,C,22.23,1101,0
1518.94,1,53,0,C,22.58,1709.99,0
513.97,,,,C,8.94,2212.158,0
261.28,1,62,0,C,6.9,11597.9,0
71.99,1,85,0,C,5.03,846.002,0
901.96,,,,C,16.16,775.99,0
29.99,,,,C,23.61,0,1
538.98,,,,C,21.52,969.99,10
328,1,51,0,C,3.71,649.28,5
41.98,,,,C,18.23,0,10
41.98,1,45,0,C,4.58,844.977,2
49.99,1,69,0,C,3.68,78,1
132.99,1,71,0,C,9.52,0,0
2105.3,1,53,0,C,15.42,4589.354,0
96.96,,,,C,6.55,2105.93,2
984.94,1,64,0,A,0.61,3349.248,0
81.98,,,,C,4.1,24.97,1
587.3,,,,C,12.55,11597.9,0
59.95,,,,B,1.52,11597.9,0
87.99,,,,C,16.74,1439.99,10
336.97,1,50,0,C,19.84,2572.047,2
435.17,,,,A,0.16,1091.9,0
57.99,1,80,0,B,3.45,1689.41,0
37.98,,,,C,13.97,3790.894,5
239,,,,B,2.35,2190,0
778.96,,,,C,12.84,1810.07,1
99.99,1,49,0,B,2.71,2370.79,0
140,1,51,0,A,0.52,2507.469,0
1090.98,,,,C,12.48,4808.902,0
19.99,1,69,0,C,6.45,628.737,1
16.99,1,55,0,C,4.29,681.54,4
853.96,1,,0,B,2.65,2100.854,0
520.95,1,84,0,C,7.23,2503.427,0
124.99,,,,A,0.77,1960.44,0
963.59,,,,C,6.55,1468.99,0
179,1,66,0,C,2.94,4419.642,10
61.98,1,66,0,A,0.13,1293.94,0
239,1,87,0,C,21.45,1853.99,8
1470,,,,C,11,11597.9,0
36.98,1,67,0,C,10.52,2311.89,3
199.99,1,52,0,A,0.32,3809,0
69.99,,,,B,2.45,4249.494,0
49.99,1,34,0,B,2.74,661.98,0
99.99,,,,A,0.68,1283.99,0
234.32,1,57,0,C,6.61,198.99,10
119.99,,,,C,18.84,3101.88,10
57.98,1,62,0,C,7.03,5.9,3
82.96,1,30,0,B,1.13,0,0
745.72,,,,C,9.42,1000.98,2
599.99,,,,C,13.9,643.99,0
139.99,,,,C,21.13,706.65,4
344.63,1,79,0,B,3.84,9153.94,0
44.99,1,55,0,C,19.03,2232.95,8
1188.96,,,,B,4.68,4167.93,0
991.54,1,54,0,C,18.55,866.9,0
549.99,,,,C,2.55,1292.649,10
1146.03,1,66,0,A,0.58,11597.9,0
165.96,,,,B,2.35,840.99,0
140,,,,C,8.94,1098.657,10
59.99,1,55,0,A,0.9,1419.577,0
209.98,1,78,1,C,12.1,1225.44,4
588.99,,,,C,9.19,1081.98,0
288.97,1,58,0,C,10.45,2503.254,4
189.94,1,58,0,C,8.81,1379.002,2
140,1,72,0,C,9.97,762.99,4
239,,,,C,18.19,3233.56,3
239,1,45,0,C,6.71,1234.99,3
150.8,1,69,0,C,11.39,3038.97,1
249.95,0,62,0,B,1.23,3922.52,0
70.98,1,,0,A,0.39,469.99,0
32.99,,,,C,7.19,604.29,3
381.11,1,32,0,C,6.97,4012.489,3
125.96,,,,C,3.32,1418.611,1
176.34,,,,C,2.9,0,1
979.96,,,,C,3.13,2133.154,0
20.99,1,46,0,C,7.42,1479.339,0
49.99,1,66,0,C,4.19,1718.64,10
1268.13,1,54,1,B,1.81,3822.59,0
43.19,1,87,0,B,1.58,586.93,0
69.99,1,46,0,C,17.23,7750.16,0
105.97,0,44,0,C,4.77,1388.77,2
110,,,,C,11.68,0,10
91.98,,,,C,8.16,2533.615,3
219.98,1,73,0,B,3.52,4784.19,0
379.99,,,,C,19.48,1795.547,0
42.5,,,,C,2.58,2877.18,1
