store_id,city,channel,gender_group,age_group,wkd_ind,product,customer,revenue,order,quant,unit_cost
98,成都,线下,Male,35-39,Weekday,毛衣,1,149,1,1,99
68,重庆,线上,Female,40-44,Weekend,运动,1,142,1,1,49
168,武汉,线下,Female,30-34,Weekday,袜子,1,79,1,1,9
245,杭州,线下,Female,<20,Weekend,配件,1,99,1,1,29
323,武汉,线下,Female,25-29,Weekday,T恤,1,79,1,1,49
658,深圳,线下,Male,30-34,Weekday,运动,2,74,2,2,49
146,杭州,线下,Female,>=60,Weekday,T恤,1,79,1,1,49
658,深圳,线下,Female,25-29,Weekday,袜子,1,39,1,1,9
369,广州,线下,Female,20-24,Weekday,T恤,1,99,1,1,49
245,杭州,线下,Male,30-34,Weekday,当季新品,1,149,1,1,59
70,深圳,线下,Female,30-34,Weekday,T恤,2,118,2,2,49
611,深圳,线下,Female,25-29,Weekday,配件,1,118,1,2,29
323,武汉,线下,Male,35-39,Weekend,T恤,2,157,2,2,49
737,深圳,线下,Female,20-24,Weekday,运动,3,159.32,3,5,49
91,武汉,线上,Female,20-24,Weekend,T恤,1,59,1,1,49
19,南京,线下,Female,20-24,Weekend,毛衣,1,99,1,1,99
520,杭州,线下,Female,20-24,Weekend,牛仔裤,1,149,1,1,69
255,杭州,线下,Female,25-29,Weekday,当季新品,1,288,2,2,59
256,武汉,线下,Male,35-39,Weekday,袜子,1,27,1,1,9
312,杭州,线下,Male,25-29,Weekday,毛衣,1,149,1,1,99
616,成都,线下,Male,35-39,Weekend,当季新品,1,38,1,1,59
758,杭州,线下,Male,20-24,Weekday,T恤,1,39,1,1,49
375,广州,线上,Male,55-59,Weekday,T恤,1,39,1,1,49
208,重庆,线下,Male,25-29,Weekend,短裤,1,39,1,1,19
98,成都,线下,Female,50-54,Weekend,毛衣,1,199,1,1,99
207,上海,线上,Female,55-59,Weekend,运动,1,39,1,1,49
21,北京,线下,Male,30-34,Weekday,T恤,1,79,1,1,49
449,武汉,线下,Male,25-29,Weekend,袜子,1,26,1,1,9
46,武汉,线下,Female,25-29,Weekend,牛仔裤,2,348,2,2,69
605,成都,线下,Male,20-24,Weekend,T恤,1,99,1,1,49
480,重庆,线下,Female,>=60,Weekend,裙子,1,199,1,1,59
19,南京,线下,Female,<20,Weekday,裙子,1,199,1,1,59
32,武汉,线上,Female,25-29,Weekday,配件,1,129,1,1,29
21,北京,线下,Male,25-29,Weekend,T恤,1,59,1,1,49
759,重庆,线下,Male,45-49,Weekday,毛衣,1,199,1,1,99
46,武汉,线下,Female,20-24,Weekday,裙子,2,158,2,2,59
70,深圳,线下,Male,20-24,Weekend,毛衣,1,249,1,1,99
335,上海,线下,Female,25-29,Weekend,T恤,1,99,1,1,49
737,深圳,线下,Male,20-24,Weekday,T恤,1,110.58,1,2,49
375,广州,线上,Male,35-39,Weekend,短裤,1,33,1,1,19
375,广州,线上,Female,35-39,Weekday,T恤,1,79,1,1,49
255,杭州,线下,Female,20-24,Weekend,短裤,1,39,1,1,19
519,杭州,线下,Female,25-29,Weekend,T恤,1,79,1,1,49
430,成都,线下,Female,40-44,Weekend,T恤,1,99,1,1,49
429,西安,线下,Female,<20,Weekday,T恤,2,158,2,2,49
91,武汉,线上,Female,40-44,Weekday,T恤,1,59,1,1,49
430,成都,线下,Female,25-29,Weekday,T恤,1,99,1,1,49
738,深圳,线下,Female,20-24,Weekend,裙子,2,298,2,2,59
375,广州,线上,Female,55-59,Weekday,配件,1,158,1,2,29
323,武汉,线下,Female,25-29,Weekend,T恤,2,158,2,2,49
70,深圳,线下,Female,35-39,Weekday,短裤,1,39,1,1,19
46,武汉,线下,Female,25-29,Weekend,运动,1,62,1,2,49
437,重庆,线下,Male,30-34,Weekend,T恤,2,158,2,2,49
437,重庆,线下,Female,50-54,Weekday,袜子,2,158,2,2,9
182,广州,线上,Male,40-44,Weekday,配件,1,118,1,2,29
231,广州,线下,Male,40-44,Weekday,配件,2,237,2,3,29
375,广州,线上,Female,50-54,Weekday,T恤,1,79,1,1,49
369,广州,线下,Female,30-34,Weekday,T恤,5,215,5,5,49
231,广州,线下,Female,>=60,Weekday,当季新品,2,199,2,2,59
480,重庆,线下,Female,25-29,Weekday,配件,1,99,1,1,29
208,重庆,线下,Male,30-34,Weekday,当季新品,1,199,1,1,59
98,成都,线下,Female,20-24,Weekday,T恤,1,249,1,1,49
146,杭州,线下,Female,>=60,Weekday,T恤,1,57,1,1,49
52,武汉,线上,Male,25-29,Weekend,T恤,1,79,1,1,49
738,深圳,线下,Male,>=60,Weekend,运动,1,149,1,1,49
449,武汉,线下,Female,35-39,Weekend,配件,3,586,3,4,29
146,杭州,线下,Female,25-29,Weekend,T恤,1,99,1,1,49
479,深圳,线下,Male,30-34,Weekday,T恤,1,76,1,1,49
146,杭州,线下,Female,40-44,Weekend,T恤,2,158,2,2,49
70,深圳,线下,Female,35-39,Weekend,当季新品,2,94,2,2,59
20,深圳,线下,Female,50-54,Weekend,T恤,1,79,1,1,49
369,广州,线下,Female,35-39,Weekend,T恤,3,117,3,3,49
182,广州,线上,Female,25-29,Weekday,短裤,1,40,1,1,19
737,深圳,线下,Female,25-29,Weekday,当季新品,1,158,1,2,59
369,广州,线下,Female,30-34,Weekday,配件,1,99,1,1,29
21,北京,线下,Female,35-39,Weekday,T恤,1,79,1,1,49
21,北京,线下,Male,35-39,Weekday,T恤,7,990,7,10,49
135,上海,线下,Male,40-44,Weekday,T恤,1,99,1,1,49
148,深圳,线下,Male,20-24,Weekday,T恤,1,138.44,1,2,49
611,深圳,线下,Male,40-44,Weekend,T恤,1,99,1,1,49
520,杭州,线下,Female,20-24,Weekend,T恤,3,237,3,3,49
430,成都,线下,Male,40-44,Weekend,当季新品,1,58,1,1,59
46,武汉,线下,Female,50-54,Weekend,短裤,1,32,1,1,19
207,上海,线上,Female,25-29,Weekday,当季新品,1,46,1,1,59
248,杭州,线下,Female,40-44,Weekend,袜子,1,39,1,2,9
148,深圳,线下,Female,30-34,Weekday,运动,10,1038,10,10,49
32,武汉,线上,Male,50-54,Weekday,当季新品,2,112,2,2,59
611,深圳,线下,Male,30-34,Weekend,牛仔裤,2,298,2,2,69
611,深圳,线下,Female,40-44,Weekday,T恤,2,78,2,2,49
496,上海,线下,Male,20-24,Weekend,T恤,1,198,1,2,49
91,武汉,线上,Female,20-24,Weekday,T恤,2,158,2,2,49
449,武汉,线下,Female,25-29,Weekday,袜子,2,45,2,2,9
21,北京,线下,Male,<20,Weekday,运动,3,156,3,4,49
429,西安,线下,Female,20-24,Weekend,短裤,1,40,1,1,19
449,武汉,线下,Male,20-24,Weekday,T恤,1,79,1,1,49
802,西安,线下,Male,20-24,Weekend,当季新品,1,199,1,1,59
70,深圳,线下,Female,25-29,Weekday,T恤,5,474,6,6,49
738,深圳,线下,Female,35-39,Weekday,袜子,3,217,3,3,9
759,重庆,线下,Female,40-44,Weekend,T恤,1,59,1,1,49
831,杭州,线下,Female,30-34,Weekday,T恤,2,217,2,3,49
70,深圳,线下,Female,35-39,Weekend,运动,1,39,1,1,49
496,上海,线下,Male,35-39,Weekend,运动,1,59,1,1,49
737,深圳,线下,Male,25-29,Weekend,T恤,1,198,1,2,49
737,深圳,线下,Male,20-24,Weekend,短裤,4,303,4,8,19
248,杭州,线下,Female,45-49,Weekend,配件,1,79,1,1,29
142,上海,线下,Female,40-44,Weekday,袜子,1,25.98,1,1,9
325,上海,线下,Female,35-39,Weekday,T恤,1,79,1,1,49
611,深圳,线下,Female,30-34,Weekend,当季新品,6,1194,6,6,59
519,杭州,线下,Female,40-44,Weekday,T恤,2,297,2,3,49
32,武汉,线上,Male,25-29,Weekday,袜子,1,19,1,1,9
335,上海,线下,Male,30-34,Weekend,袜子,1,40,1,2,9
449,武汉,线下,Female,40-44,Weekday,短裤,2,112,2,3,19
335,上海,线下,Female,40-44,Weekend,配件,1,149,1,1,29
255,杭州,线下,Male,>=60,Weekday,T恤,1,792,1,8,49
437,重庆,线下,Female,45-49,Weekday,T恤,1,59,1,1,49
21,北京,线下,Female,20-24,Weekend,T恤,2,237,2,3,49
21,北京,线下,Female,25-29,Weekday,T恤,2,328,2,2,49
32,武汉,线上,Male,30-34,Weekend,T恤,1,79,1,1,49
737,深圳,线下,Female,50-54,Weekday,当季新品,1,56,1,1,59
229,深圳,线下,Male,25-29,Weekend,T恤,1,79,1,1,49
375,广州,线上,Female,35-39,Weekday,T恤,2,198,2,2,49
605,成都,线下,Female,30-34,Weekday,T恤,1,39,1,1,49
148,深圳,线下,Female,20-24,Weekday,当季新品,1,78,1,1,59
429,西安,线下,Female,20-24,Weekend,T恤,1,39,1,1,49
519,杭州,线下,Male,25-29,Weekend,T恤,1,99,1,1,49
449,武汉,线下,Male,35-39,Weekend,毛衣,1,249,1,1,99
229,深圳,线下,Male,25-29,Weekend,当季新品,1,199,1,1,59
255,杭州,线下,Male,20-24,Weekend,T恤,1,19,1,1,49
480,重庆,线下,Male,>=60,Weekday,配件,1,149,1,1,29
449,武汉,线下,Male,>=60,Weekday,裙子,1,149,1,1,59
336,西安,线下,Male,20-24,Weekday,T恤,1,39,1,1,49
449,武汉,线下,Male,30-34,Weekday,当季新品,1,76,1,1,59
255,杭州,线下,Female,30-34,Weekday,T恤,2,237,2,3,49
255,杭州,线下,Female,25-29,Weekend,袜子,1,13.26,1,1,9
737,深圳,线下,Female,50-54,Weekday,当季新品,2,173,2,3,59
796,深圳,线下,Male,35-39,Weekend,T恤,1,79,1,1,49
323,武汉,线下,Male,20-24,Weekday,袜子,1,59,1,1,9
575,杭州,线下,Female,40-44,Weekday,T恤,1,57.08,1,1,49
98,成都,线下,Female,25-29,Weekday,T恤,2,98,2,2,49
758,杭州,线下,Male,30-34,Weekday,T恤,1,79,1,1,49
20,深圳,线下,Male,30-34,Weekday,T恤,1,59,1,1,49
46,武汉,线下,Female,30-34,Weekend,T恤,1,99,1,1,49
135,上海,线下,Male,25-29,Weekday,T恤,1,99,1,1,49
70,深圳,线下,Male,20-24,Weekday,配件,2,198,2,2,29
20,深圳,线下,Male,45-49,Weekend,袜子,1,39,1,1,9
280,深圳,线下,Male,>=60,Weekday,T恤,1,99,1,1,49
21,北京,线下,Female,20-24,Weekend,T恤,1,99,1,1,49
182,广州,线上,Male,20-24,Weekday,配件,1,149,1,1,29
182,广州,线上,Male,35-39,Weekday,T恤,1,99,1,1,49
229,深圳,线下,Male,25-29,Weekday,T恤,1,99,1,1,49
738,深圳,线下,Male,30-34,Weekday,T恤,1,99,1,1,49
437,重庆,线下,Female,>=60,Weekend,袜子,1,39,1,1,9
616,成都,线下,Male,50-54,Weekend,当季新品,1,54,1,1,59
21,北京,线下,Female,45-49,Weekend,T恤,1,79,1,1,49
70,深圳,线下,Female,35-39,Weekend,T恤,3,316,3,4,49
669,重庆,线下,Female,20-24,Weekday,T恤,1,79,1,1,49
430,成都,线下,Female,40-44,Weekend,T恤,1,59,1,1,49
248,杭州,线下,Male,20-24,Weekday,配件,1,149,1,1,29
323,武汉,线下,Male,35-39,Weekday,T恤,1,59,1,1,49
146,杭州,线下,Female,35-39,Weekend,袜子,1,19,1,1,9
312,杭州,线下,Male,25-29,Weekend,T恤,1,79,1,1,49
19,南京,线下,Female,20-24,Weekday,袜子,2,53,2,2,9
312,杭州,线下,Female,>=60,Weekday,T恤,1,79,1,1,49
146,杭州,线下,Male,45-49,Weekend,毛衣,1,249,1,1,99
336,西安,线下,Female,40-44,Weekend,配件,2,197,2,3,29
315,武汉,线下,Female,45-49,Weekday,T恤,1,78,1,2,49
375,广州,线上,Male,20-24,Weekday,短裤,1,27.92,1,1,19
420,广州,线上,Female,<20,Weekday,T恤,1,79,1,1,49
70,深圳,线下,Female,40-44,Weekday,袜子,1,17,1,1,9
369,广州,线下,Female,25-29,Weekday,T恤,1,79,1,1,49
437,重庆,线下,Female,35-39,Weekday,裙子,1,79,1,1,59
442,西安,线下,Female,35-39,Weekend,运动,1,78,1,2,49
19,南京,线下,Male,20-24,Weekend,T恤,1,99,1,1,49
420,广州,线上,Female,25-29,Weekday,当季新品,2,128,2,2,59
315,武汉,线下,Male,30-34,Weekday,短裤,1,40,1,1,19
738,深圳,线下,Female,50-54,Weekday,T恤,1,79,1,1,49
519,杭州,线下,Male,25-29,Weekday,T恤,1,99,1,1,49
325,上海,线下,Female,40-44,Weekday,当季新品,3,237,3,3,59
325,上海,线下,Female,20-24,Weekend,T恤,1,59,1,1,49
442,西安,线下,Male,35-39,Weekend,T恤,1,79,1,1,49
182,广州,线上,Female,30-34,Weekend,牛仔裤,3,157,3,3,69
575,杭州,线下,Female,35-39,Weekday,运动,1,39,1,1,49
831,杭州,线下,Male,40-44,Weekday,T恤,1,99,1,1,49
325,上海,线下,Female,30-34,Weekend,T恤,1,79,1,1,49
648,西安,线下,Female,20-24,Weekend,当季新品,1,79,1,1,59
375,广州,线上,Male,30-34,Weekend,运动,1,149,1,1,49
658,深圳,线下,Female,>=60,Weekday,T恤,1,99,1,1,49
91,武汉,线上,Female,<20,Weekday,T恤,1,99,1,1,49
605,成都,线下,Male,>=60,Weekday,短裤,1,79,1,1,19
369,广州,线下,Female,35-39,Weekday,T恤,2,98,2,2,49
312,杭州,线下,Female,>=60,Weekend,短裤,1,33,1,1,19
399,广州,线下,Male,25-29,Weekday,袜子,2,39,2,2,9
479,深圳,线下,Male,40-44,Weekend,袜子,1,79,1,1,9
658,深圳,线下,Female,35-39,Weekday,牛仔裤,1,39,1,1,69
255,杭州,线下,Male,40-44,Weekday,T恤,1,79,1,1,49
658,深圳,线下,Female,<20,Weekday,T恤,1,158,1,2,49
611,深圳,线下,Female,20-24,Weekday,袜子,1,79,1,1,9
19,南京,线下,Female,40-44,Weekend,当季新品,1,79,1,1,59
420,广州,线上,Male,35-39,Weekend,T恤,1,78,1,2,49
208,重庆,线下,Male,30-34,Weekday,短裤,1,38,1,1,19
21,北京,线下,Male,35-39,Weekday,袜子,1,24.75,1,1,9
335,上海,线下,Female,>=60,Weekday,T恤,1,79,1,1,49
46,武汉,线下,Male,45-49,Weekend,袜子,1,79,1,1,9
19,南京,线下,Female,40-44,Weekday,T恤,1,79,1,1,49
575,杭州,线下,Female,35-39,Weekend,袜子,1,20,1,1,9
480,重庆,线下,Female,35-39,Weekday,裙子,1,144,1,1,59
70,深圳,线下,Female,55-59,Weekday,T恤,1,59,1,1,49
19,南京,线下,Female,20-24,Weekend,牛仔裤,3,597,3,3,69
831,杭州,线下,Female,20-24,Weekend,牛仔裤,1,39,1,1,69
70,深圳,线下,Female,35-39,Weekend,T恤,1,99,1,1,49
46,武汉,线下,Male,30-34,Weekday,牛仔裤,2,95,2,2,69
21,北京,线下,Male,25-29,Weekend,T恤,2,198,2,2,49
430,成都,线下,Male,35-39,Weekday,袜子,1,27,1,1,9
658,深圳,线下,Female,55-59,Weekday,配件,1,129,1,1,29
229,深圳,线下,Female,25-29,Weekend,T恤,1,59,1,1,49
68,重庆,线上,Male,25-29,Weekend,短裤,1,33,1,1,19
19,南京,线下,Female,50-54,Weekday,配件,1,55,1,1,29
46,武汉,线下,Female,45-49,Weekend,短裤,1,40,1,1,19
480,重庆,线下,Male,20-24,Weekend,袜子,1,59,1,3,9
245,杭州,线下,Female,25-29,Weekday,短裤,1,40,1,1,19
46,武汉,线下,Female,45-49,Weekday,T恤,1,99,1,1,49
148,深圳,线下,Male,40-44,Weekend,运动,1,199,1,1,49
70,深圳,线下,Male,35-39,Weekday,当季新品,1,79,1,1,59
616,成都,线下,Female,20-24,Weekday,袜子,1,25,1,1,9
375,广州,线上,Female,25-29,Weekday,T恤,4,316,4,4,49
146,杭州,线下,Female,30-34,Weekday,T恤,1,129,1,1,49
449,武汉,线下,Female,20-24,Weekday,T恤,1,78,1,2,49
20,深圳,线下,Female,20-24,Weekday,T恤,2,138,2,2,49
437,重庆,线下,Male,20-24,Weekend,T恤,1,39,1,1,49
496,上海,线下,Female,35-39,Weekend,T恤,1,198,2,2,49
520,杭州,线下,Female,40-44,Weekday,裙子,1,79,1,1,59
208,重庆,线下,Male,>=60,Weekday,T恤,1,59,1,1,49
248,杭州,线下,Unkown,Unkown,Weekday,T恤,1,59,1,1,49
480,重庆,线下,Male,20-24,Weekday,配件,2,198,2,2,29
758,杭州,线下,Female,30-34,Weekend,T恤,1,99,1,1,49
315,武汉,线下,Female,<20,Weekday,T恤,1,79,1,1,49
245,杭州,线下,Female,20-24,Weekday,T恤,1,79,1,1,49
429,西安,线下,Female,35-39,Weekday,袜子,1,79,1,1,9
605,成都,线下,Female,40-44,Weekday,T恤,1,594,2,6,49
98,成都,线下,Female,30-34,Weekday,运动,2,198,2,2,49
255,杭州,线下,Female,30-34,Weekend,T恤,4,355,4,4,49
20,深圳,线下,Female,20-24,Weekday,运动,2,78,2,2,49
649,杭州,线下,Female,30-34,Weekend,配件,13,1081,13,16,29
137,西安,线上,Male,40-44,Weekday,当季新品,1,76,1,1,59
323,武汉,线下,Male,25-29,Weekday,当季新品,1,56,1,1,59
68,重庆,线上,Female,20-24,Weekday,短裤,1,40,1,1,19
148,深圳,线下,Male,30-34,Weekend,袜子,1,27,1,1,9
207,上海,线上,Female,30-34,Weekend,当季新品,2,237,2,3,59
669,重庆,线下,Male,20-24,Weekend,当季新品,1,139.26,1,1,59
315,武汉,线下,Female,40-44,Weekend,T恤,1,79,1,1,49
52,武汉,线上,Male,<20,Weekend,短裤,1,40,1,1,19
207,上海,线上,Female,20-24,Weekday,T恤,1,99,1,1,49
182,广州,线上,Female,30-34,Weekday,T恤,3,295,3,5,49
19,南京,线下,Female,30-34,Weekend,毛衣,4,836,4,4,99
142,上海,线下,Male,<20,Weekday,T恤,1,99,1,1,49
519,杭州,线下,Female,30-34,Weekday,T恤,1,59,1,1,49
738,深圳,线下,Male,20-24,Weekday,配件,2,258,2,2,29
369,广州,线下,Female,35-39,Weekend,T恤,1,79,1,1,49
399,广州,线下,Male,30-34,Weekend,运动,1,33,1,1,49
50,武汉,线上,Female,35-39,Weekday,配件,3,595,3,3,29
208,重庆,线下,Female,35-39,Weekday,配件,2,307,2,3,29
135,上海,线下,Male,25-29,Weekend,袜子,1,53,1,2,9
758,杭州,线下,Male,25-29,Weekend,T恤,1,99,1,1,49
323,武汉,线下,Male,>=60,Weekday,T恤,2,198,2,2,49
46,武汉,线下,Male,20-24,Weekday,T恤,1,79,1,1,49
336,西安,线下,Male,30-34,Weekend,当季新品,1,164,3,3,59
50,武汉,线上,Male,45-49,Weekday,当季新品,1,79,1,1,59
335,上海,线下,Male,25-29,Weekend,T恤,1,99,1,1,49
360,成都,线下,Male,>=60,Weekday,T恤,1,79,1,1,49
802,西安,线下,Female,30-34,Weekend,运动,1,39,1,1,49
649,杭州,线下,Female,35-39,Weekend,袜子,1,20,1,1,9
437,重庆,线下,Female,50-54,Weekend,运动,1,19,1,1,49
496,上海,线下,Male,35-39,Weekday,运动,1,78,1,2,49
616,成都,线下,Male,>=60,Weekend,运动,1,99,1,1,49
669,重庆,线下,Female,20-24,Weekday,T恤,2,198,2,2,49
146,杭州,线下,Female,35-39,Weekday,T恤,1,59,1,1,49
68,重庆,线上,Male,25-29,Weekday,T恤,1,99,1,1,49
231,广州,线下,Female,55-59,Weekday,T恤,3,137,3,3,49
70,深圳,线下,Female,40-44,Weekend,T恤,2,138,2,2,49
430,成都,线下,Female,35-39,Weekend,裙子,2,178,2,2,59
70,深圳,线下,Female,<20,Weekend,T恤,1,79,1,1,49
248,杭州,线下,Male,45-49,Weekday,运动,1,99,1,1,49
759,重庆,线下,Male,30-34,Weekday,T恤,2,78,2,2,49
70,深圳,线下,Male,20-24,Weekday,T恤,1,79,1,1,49
142,上海,线下,Male,>=60,Weekday,配件,1,39,1,1,29
479,深圳,线下,Female,25-29,Weekend,短裤,1,40,1,1,19
616,成都,线下,Female,20-24,Weekend,运动,1,149,1,1,49
20,深圳,线下,Male,30-34,Weekday,当季新品,1,144,1,1,59
520,杭州,线下,Female,<20,Weekend,袜子,1,19,1,1,9
229,深圳,线下,Female,>=60,Weekend,牛仔裤,1,59,1,1,69
19,南京,线下,Male,35-39,Weekday,短裤,2,78,2,2,19
496,上海,线下,Male,35-39,Weekend,T恤,1,59,1,1,49
245,杭州,线下,Male,25-29,Weekend,毛衣,2,398,2,2,99
52,武汉,线上,Female,20-24,Weekday,短裤,1,39,1,1,19
758,杭州,线下,Female,40-44,Weekend,运动,2,171,2,2,49
168,武汉,线下,Male,35-39,Weekend,T恤,1,99,1,1,49
738,深圳,线下,Male,30-34,Weekday,短裤,2,73,2,2,19
496,上海,线下,Male,25-29,Weekend,配件,1,79,1,1,29
375,广州,线上,Female,35-39,Weekday,T恤,3,237,3,3,49
520,杭州,线下,Male,40-44,Weekday,T恤,1,59,1,1,49
360,成都,线下,Female,30-34,Weekend,当季新品,1,79,1,1,59
255,杭州,线下,Male,20-24,Weekday,当季新品,3,240,4,4,59
52,武汉,线上,Female,30-34,Weekday,当季新品,1,77,1,1,59
605,成都,线下,Female,40-44,Weekend,T恤,1,59,1,1,49
280,深圳,线下,Male,30-34,Weekday,T恤,1,79,1,1,49
520,杭州,线下,Female,40-44,Weekday,运动,2,77,2,2,49
479,深圳,线下,Female,25-29,Weekend,T恤,2,198,2,2,49
738,深圳,线下,Female,40-44,Weekday,牛仔裤,1,59,1,1,69
207,上海,线上,Female,55-59,Weekday,配件,5,430.16,5,6,29
796,深圳,线下,Male,30-34,Weekend,T恤,1,79,1,1,49
375,广州,线上,Male,30-34,Weekday,当季新品,1,79,1,1,59
648,西安,线下,Male,25-29,Weekday,T恤,1,79,1,1,49
312,杭州,线下,Female,30-34,Weekend,T恤,1,79,1,1,49
519,杭州,线下,Female,20-24,Weekday,配件,4,396,4,4,29
315,武汉,线下,Female,50-54,Weekday,配件,2,197,2,3,29
831,杭州,线下,Female,20-24,Weekday,T恤,1,99,1,1,49
758,杭州,线下,Female,45-49,Weekday,裙子,1,149,1,1,59
19,南京,线下,Female,45-49,Weekend,T恤,1,58,1,1,49
19,南京,线下,Female,20-24,Weekend,袜子,2,158,2,2,9
28,武汉,线上,Female,35-39,Weekday,牛仔裤,1,59,1,1,69
429,西安,线下,Male,25-29,Weekend,短裤,1,40,1,1,19
669,重庆,线下,Female,20-24,Weekend,毛衣,2,398,2,2,99
142,上海,线下,Male,20-24,Weekday,T恤,1,55.33,1,1,49
68,重庆,线上,Male,30-34,Weekend,毛衣,1,199,1,1,99
611,深圳,线下,Female,40-44,Weekday,短裤,1,39,1,1,19
480,重庆,线下,Female,40-44,Weekday,当季新品,1,57,1,1,59
420,广州,线上,Female,35-39,Weekday,袜子,1,25.68,1,1,9
605,成都,线下,Male,20-24,Weekday,T恤,1,79,1,1,49
68,重庆,线上,Male,40-44,Weekend,运动,1,33,1,1,49
519,杭州,线下,Male,30-34,Weekend,配件,1,99,1,1,29
480,重庆,线下,Female,35-39,Weekend,袜子,1,20,1,1,9
611,深圳,线下,Male,>=60,Weekend,裙子,1,99,1,1,59
315,武汉,线下,Male,>=60,Weekend,裙子,1,99,1,1,59
280,深圳,线下,Male,30-34,Weekend,裙子,2,178,2,2,59
142,上海,线下,Female,50-54,Weekend,T恤,1,198,2,2,49
146,杭州,线下,Male,30-34,Weekday,T恤,1,79,1,1,49
91,武汉,线上,Female,45-49,Weekend,T恤,1,79,1,1,49
142,上海,线下,Male,30-34,Weekday,T恤,2,158,2,2,49
315,武汉,线下,Female,25-29,Weekend,T恤,1,79,1,1,49
248,杭州,线下,Female,35-39,Weekend,袜子,1,26,1,1,9
28,武汉,线上,Female,55-59,Weekend,T恤,1,118,1,2,49
738,深圳,线下,Female,40-44,Weekday,T恤,1,39,1,1,49
335,上海,线下,Male,20-24,Weekend,当季新品,1,76,1,1,59
32,武汉,线上,Female,25-29,Weekend,T恤,2,198,2,2,49
738,深圳,线下,Male,30-34,Weekday,毛衣,1,199,1,1,99
229,深圳,线下,Male,25-29,Weekend,T恤,1,158,2,2,49
52,武汉,线上,Male,25-29,Weekend,袜子,3,159,3,6,9
280,深圳,线下,Male,25-29,Weekday,短裤,1,33,1,1,19
91,武汉,线上,Female,>=60,Weekend,牛仔裤,1,118,1,2,69
831,杭州,线下,Female,30-34,Weekday,T恤,1,79,1,1,49
280,深圳,线下,Female,20-24,Weekend,T恤,9,960.22,9,10,49
255,杭州,线下,Female,55-59,Weekend,牛仔裤,1,79,1,1,69
648,西安,线下,Female,35-39,Weekend,袜子,1,39,1,1,9
315,武汉,线下,Male,>=60,Weekday,T恤,1,99,1,1,49
738,深圳,线下,Male,20-24,Weekend,短裤,1,40,1,1,19
137,西安,线上,Female,35-39,Weekend,袜子,1,79,1,1,9
148,深圳,线下,Female,25-29,Weekday,T恤,3,237,3,3,49
142,上海,线下,Female,45-49,Weekday,T恤,1,59,1,1,49
28,武汉,线上,Male,20-24,Weekend,袜子,1,27,1,1,9
19,南京,线下,Female,20-24,Weekday,T恤,2,158,2,2,49
137,西安,线上,Female,45-49,Weekend,T恤,1,79,1,1,49
336,西安,线下,Female,35-39,Weekday,裙子,1,199,1,1,59
369,广州,线下,Female,50-54,Weekend,T恤,1,99,1,1,49
248,杭州,线下,Female,40-44,Weekday,配件,2,298,2,2,29
207,上海,线上,Male,25-29,Weekend,当季新品,2,569,2,4,59
256,武汉,线下,Female,25-29,Weekend,牛仔裤,1,59,1,1,69
255,杭州,线下,Female,30-34,Weekend,牛仔裤,2,97,2,2,69
360,成都,线下,Male,>=60,Weekend,T恤,1,99,1,1,49
32,武汉,线上,Female,20-24,Weekday,当季新品,3,203,3,3,59
21,北京,线下,Female,30-34,Weekend,当季新品,11,1740,11,12,59
658,深圳,线下,Female,45-49,Weekday,配件,1,149,1,1,29
335,上海,线下,Female,35-39,Weekend,T恤,1,99,1,1,49
796,深圳,线下,Male,30-34,Weekend,牛仔裤,1,79,1,1,69
32,武汉,线上,Female,30-34,Weekend,T恤,1,79,1,1,49
737,深圳,线下,Female,30-34,Weekday,袜子,2,98,2,4,9
256,武汉,线下,Female,35-39,Weekday,T恤,2,198,2,2,49
420,广州,线上,Male,30-34,Weekday,T恤,1,79,1,1,49
21,北京,线下,Female,20-24,Weekday,T恤,6,594,6,6,49
496,上海,线下,Female,25-29,Weekday,T恤,1,99,1,1,49
46,武汉,线下,Female,35-39,Weekend,袜子,1,79,1,1,9
658,深圳,线下,Female,25-29,Weekday,裙子,5,895,5,5,59
611,深圳,线下,Male,30-34,Weekend,T恤,1,98,1,1,49
519,杭州,线下,Female,35-39,Weekend,T恤,1,79,1,1,49
19,南京,线下,Female,<20,Weekday,T恤,3,295,3,3,49
738,深圳,线下,Female,25-29,Weekend,T恤,2,158,2,2,49
91,武汉,线上,Male,20-24,Weekday,短裤,2,60.3,2,2,19
231,广州,线下,Female,35-39,Weekend,短裤,1,79,1,1,19
575,杭州,线下,Male,25-29,Weekend,牛仔裤,1,118,1,2,69
137,西安,线上,Female,30-34,Weekend,T恤,1,99,1,1,49
437,重庆,线下,Female,40-44,Weekend,牛仔裤,2,118,2,2,69
325,上海,线下,Female,40-44,Weekend,T恤,1,79,1,1,49
802,西安,线下,Male,20-24,Weekday,T恤,1,99,1,1,49
46,武汉,线下,Male,25-29,Weekend,当季新品,2,114,2,2,59
420,广州,线上,Female,20-24,Weekday,T恤,1,129,1,1,49
796,深圳,线下,Female,30-34,Weekday,牛仔裤,4,537.64,4,4,69
168,武汉,线下,Female,45-49,Weekend,T恤,1,59,1,1,49
429,西安,线下,Male,30-34,Weekend,T恤,2,78,2,2,49
737,深圳,线下,Female,25-29,Weekend,当季新品,1,79,1,1,59
616,成都,线下,Male,35-39,Weekday,袜子,1,40,1,2,9
442,西安,线下,Female,25-29,Weekend,T恤,1,99,1,1,49
