,id,track_name,size_bytes,price,rating_count_tot,user_rating,prime_genre,sup_devices,ipadSc_urls,lang
1927,638689075,Township,175876096,0.0,80801,4.5,Games,38,5,14
1928,638714159,Le bonheur de lire dès 3 ans: learn to read French,470513664,3.99,0,0.0,Education,40,5,1
1929,638853147,Where's My Water? 2,181628928,0.0,22302,3.5,Games,37,5,11
1930,639219540,Werewolf Special Package,17518592,3.99,0,0.0,Games,37,0,2
1931,639615384,Pacific Rim,695918592,0.99,1522,4.0,Games,36,5,1
1932,639930688,Dumb Ways to Die,842893312,0.0,151559,4.5,Games,40,5,1
1933,640111933,Pixel Gun 3D,1744486400,0.0,301182,4.5,Games,38,5,1
1934,640199958,WWDC,34959360,0.0,762,3.5,Reference,37,5,1
1935,640360962,Nextdoor,82531328,0.0,14402,4.5,Social Networking,37,0,4
1936,640364616,Terraria,126036992,4.99,98036,4.5,Games,37,5,5
1937,640484311,AZZL,130421760,2.99,261,5.0,Games,37,5,10
1938,640564761,Stop Motion Studio Pro,52312064,4.99,537,4.5,Photo & Video,37,5,10
1939,640702076,Sago Mini Forest Flyer,168208384,2.99,1617,4.5,Education,38,5,1
1940,640941236,Doc McStuffins:  Time For Your Check Up!,321802240,3.99,1286,3.5,Entertainment,40,5,1
1941,640999250,3D stereogram : Human,16596992,0.99,9,4.0,Entertainment,43,5,2
1942,641519483,Factory Balls,28557312,0.99,144,4.5,Games,40,5,16
1943,641900855,Tayasui Sketches,198511616,0.0,11505,4.5,Productivity,37,5,15
1944,642064350,Spinrilla - Mixtapes For Free,40071168,0.0,15053,4.5,Music,37,0,3
1945,642091851,YY HD-和美女帅哥主播视频聊天的直播软件,112109568,0.0,94,3.0,Entertainment,24,5,2
1946,642821482,Angry Birds Go!,499580928,0.0,75793,4.0,Games,37,5,10
1947,642831690,Jigsaw Puzzle Collection HD,86220800,0.0,40227,4.5,Games,24,5,2
1948,643165438,Stellarium Mobile Sky Map,54294528,2.99,64,3.5,Education,43,5,0
1949,643496868,Hangouts,94750720,0.0,36404,4.0,Social Networking,37,5,34
1950,643791032,Quizduell,118291456,0.0,10,2.5,Games,37,5,22
1951,643857704,Walk for a Dog,63271936,0.0,412,3.0,Health & Fitness,23,0,1
1952,644077827,Galileo Organ,41422848,9.99,135,5.0,Music,24,5,1
1953,644106186,LiveTunes - Live Concert Music Player,128413696,0.99,220,4.5,Music,37,5,5
1954,644245630,Pronoun Fill-In Super Fun Deck,133537792,5.99,5,4.0,Education,37,5,1
1955,645384141,Cachly - Simple and powerful Geocaching for iPhone,25072640,4.99,263,4.5,Navigation,37,0,9
1956,645422116,"Alizay, pirate girl",186402816,2.99,14,4.5,Book,40,5,2
1957,645675002,Formula Cartoon All-Stars – Crazy Cart Racing with Your Favorite Cartoon Network Characters,927440896,2.99,168,4.0,Games,43,4,1
1958,645682444,Verizon Cloud,104749056,0.0,6482,4.5,Productivity,37,5,1
1959,645704840,"Solitaire Deluxe® Social - Classic, Spider, more",112141312,0.0,6970,4.5,Games,37,5,1
1960,645705454,Evil Apples: A Filthy Adult Card & Party Game,126050304,0.0,53415,4.5,Games,37,5,1
1961,645746786,Word Swag - Cool fonts & typography generator,112843776,4.99,9731,5.0,Photo & Video,38,5,1
1962,645794505,EasyCost - Expense Tracker and Money organizer,9694208,0.99,165,4.5,Finance,38,0,4
1963,645797558,Hero Emblems,144809984,3.99,597,4.5,Games,40,5,7
1964,645859810,Angry Birds Star Wars II,226834432,0.0,33724,4.5,Games,37,5,1
1965,645949180,Jelly Splash,138738688,0.0,21601,4.0,Games,38,5,19
1966,646100661,"AOL: News, Email, Weather & Video",85273600,0.0,5233,4.0,News,37,5,3
1967,646436754,Machines at War 3 RTS,191706112,6.99,608,4.5,Games,40,5,10
1968,646489967,Castle of Illusion Starring Mickey Mouse,555233280,4.99,852,3.5,Games,35,5,6
1969,646504584,Ruler and Compass Geometry,24403968,0.99,2,3.5,Education,26,4,16
1970,646619812,OnCamera,94908416,0.0,111,2.5,Lifestyle,37,1,1
1971,647554947,Clone Magic,18268160,1.99,306,4.0,Photo & Video,40,5,1
1972,647594931,Monogram - Wallpaper & Backgrounds Maker HD DIY with Glitter Themes,85420032,0.0,7427,4.5,Lifestyle,37,4,8
1973,647804489,Solitaire ∘,103740416,0.0,741,4.5,Games,37,5,15
1974,648019675,D&D Lords of Waterdeep,563081216,6.99,1772,4.5,Games,43,5,1
1975,648228242,百度贴吧HD,106000384,0.0,542,3.5,Social Networking,24,3,1
1976,648668184,Happy Wheels,38466560,0.0,60601,4.5,Games,38,5,1
1977,648862644,"Videon - Video Camera and Editor with Zoom, Pause, Effects, Filters",11747328,4.99,818,4.5,Photo & Video,38,5,11
1978,648998642,Pan Book 1: The Fearless Beribolt,915262464,5.99,438,4.5,Book,37,5,1
1979,649181106,Dr. Panda Handyman,138967040,2.99,218,4.0,Education,40,5,18
1980,649202100,Authentic Weather,23582720,1.99,330,3.0,Weather,37,2,1
1981,649246860,"NOAA World Radar – Rain, Hurricanes & Weather",59233280,2.99,581,4.0,Weather,37,5,14
1982,649820448,"Stock Market Pro: Stock Trading, Charts & Alerts",77472768,5.99,1034,3.5,Finance,37,1,1
1983,649822618,Craft your games! - Createrria 2,449130496,0.0,4475,4.0,Games,40,5,1
1984,649983655,Sniper Shooter Pro by Fun Games For Free,110870528,0.99,945,5.0,Games,40,5,1
1985,650276551,Seven - 7 Minute Workout Training Challenge,142803968,0.0,6808,4.5,Health & Fitness,37,5,8
1986,650645305,Quiver - 3D Coloring App,183631872,0.0,325,3.5,Entertainment,38,5,1
1987,650684932,OBD Fusion - OBD2 vehicle scan tool & diagnostics,78813184,9.99,521,4.0,Travel,37,5,1
1988,650715760,LetterGlow - Graphic Design & Photo Editing,125425664,2.99,181,4.0,Photo & Video,37,0,9
1989,651209536,Battle Camp HD - Collect & Evolve Your Monsters,335650816,0.0,6055,4.5,Games,24,5,20
1990,651277515,Sabres of Infinity,41937920,2.99,169,4.5,Games,38,5,1
1991,651309421,FollowMeter for Instagram - Followers Tracking,11819008,0.0,11976,4.5,Social Networking,37,0,1
1992,651323845,机票、火车票、汽车票预定助手 for 铁路12306,21944320,0.0,128,5.0,Travel,38,5,2
1993,651510680,Trivia Crack,265484288,0.0,393469,4.5,Games,37,5,26
1994,651978174,Construction Simulator 2014,395522048,0.99,2470,4.0,Games,36,5,18
1995,652039347,"Princess Salon™ - Girls Makeup, Dressup and Makeover Games",53260288,0.0,5030,4.0,Games,43,5,1
1996,652077009,Toca Builders,87713792,2.99,5102,4.5,Education,40,5,18
1997,652138155,Ice Fishing Derby Premium,30641152,2.99,47,4.0,Games,40,3,1
1998,652945710,100 PICS Quiz - guess the picture trivia games,67786752,0.0,23160,4.5,Games,37,5,7
1999,653031147,WaterMinder®,94605312,2.99,1875,4.5,Health & Fitness,37,4,14
2000,653146633,2016 U.S. Open Golf Championship for iPad,146871296,0.0,146,2.5,Sports,24,4,1
2001,653298682,Kanvas - Express Yourself,222722048,0.0,2177,4.5,Photo & Video,37,0,30
2002,653384976,飞凡--智慧新生活,143166464,0.0,0,0.0,Lifestyle,37,0,1
2003,653453499,Yoga.com: 300 Poses & Video Classes,51133440,3.99,1189,4.5,Health & Fitness,37,5,6
2004,653508448,"Monster Legends RPG - War, Fight & Heroes Game",170844160,0.0,111579,4.5,Games,38,5,12
2005,653967729,Charades!™,44654592,0.0,18072,4.5,Games,40,1,1
2006,654662054,Procraster - Overcome Procrastination,19279872,1.99,155,4.0,Productivity,37,5,2
2007,654810212,Freeletics Bodyweight - Workouts and Training,103856128,0.0,1722,4.5,Health & Fitness,37,5,8
2008,654898029,Weaphones WW2: Firearms Simulator,62558208,2.99,2122,5.0,Games,43,5,16
2009,655619282,Call of Duty®: Strike Team,1790959616,6.99,9097,4.0,Games,39,5,5
2010,655749677,Breach & Clear,1015242752,3.99,5513,4.5,Games,39,5,1
2011,655890150,"Screens - Remote Desktop, VNC, Screen Sharing",43640832,19.99,559,4.0,Productivity,37,5,11
2012,655903467,Background Player Pro for Cloud Platforms,51890176,2.99,184,4.0,Productivity,40,5,54
2013,656163700,Icebreaker: A Viking Voyage,60375040,0.99,726,4.5,Games,43,0,1
2014,656176278,Modern Combat 5 : The Multiplayer eSports Shooter,1271361536,0.0,45270,4.5,Games,37,5,15
2015,656723874,Home - A Unique Horror Adventure,49221632,2.99,348,3.5,Games,43,5,1
2016,656773485,BlackOut: Bring the color back in the sky,170045440,2.99,226,4.0,Games,43,5,1
2017,656951157,LIMBO,135050240,4.99,15030,4.5,Games,37,5,13
2018,656971078,Episode - Choose Your Story,182361088,0.0,155903,4.5,Games,38,5,1
2019,657189652,Clue Period Tracker: Period & Ovulation Tracker,103040000,0.0,13436,4.5,Health & Fitness,37,0,15
2020,657222343,7 Minute Workout Pro,76668928,0.99,303,4.5,Health & Fitness,38,5,26
2021,657395017,Forbidden Desert,190652416,6.99,78,5.0,Games,24,5,1
2022,657500465,My Talking Tom,255747072,0.0,123859,4.5,Games,38,5,13
2023,657638474,Lightbot : Programming Puzzles,55465984,2.99,108,4.5,Games,43,5,1
2024,657675944,ようとん場,40534016,0.0,9,4.5,Games,40,0,1
2025,657811530,Rayman Fiesta Run,146302976,2.99,5078,4.5,Games,38,5,13
2026,658257516,The Open,110575616,0.0,142,2.5,Sports,37,4,1
2027,658293394,Can You Escape,64293888,0.0,218024,4.5,Games,40,5,16
2028,658426204,Mickey Mouse Clubhouse - Color & Play,313371648,2.99,452,4.0,Entertainment,38,5,3
2029,658785238,ガールズちゃんねる - 女子のニュースとガールズトーク,61737984,0.0,0,0.0,News,37,0,2
2030,658828559,Mancala Pro,56049664,1.99,289,4.5,Games,43,2,1
2031,659283309,Trials Frontier,253294592,0.0,29090,4.5,Games,37,5,11
2032,659353189,IntroMate - Intro Maker for iMovie,189254656,2.99,386,4.5,Photo & Video,37,5,12
2033,659425518,Real Steel World Robot Boxing,935366656,0.0,41277,4.5,Games,38,5,10
2034,659448144,Sago Mini Pet Cafe,79953920,2.99,477,4.5,Education,38,5,16
2035,659563061,Cartwheel by Target,49570816,0.0,14682,3.5,Shopping,37,3,1
2036,659672658,"Morning — Weather, To-Do, News, and more",15432704,0.99,294,3.5,Productivity,38,5,30
2037,660617252,動画英文法2700,42519552,9.99,0,0.0,Education,37,5,1
2038,660653351,腾讯新闻HD-最资深的阅读软件,33111040,0.0,77,3.5,News,24,4,2
2039,660687537,SAMURAI SHODOWN II,69730304,2.99,195,3.5,Games,43,5,2
2040,660842333,Santa Call & Tracker Free - North Pole Command,200338432,0.0,1458,4.5,Entertainment,37,5,1
2041,660982355,EPOCH.2,802537472,0.99,3525,4.5,Games,40,5,13
2042,661149814,Ab in den Urlaub – Pauschalreisen günstig buchen,74008576,0.0,22,5.0,Travel,37,5,31
2043,662001778,Stylish School Timetable,45628416,0.0,7,4.0,Education,37,0,2
2044,662090840,My Talking Pet,51005440,1.99,9035,4.5,Entertainment,37,4,11
2045,662569685,Riptide GP2,59541504,1.99,3311,4.5,Games,40,5,1
2046,662611545,Lotto Out! - Mexican Loteria,72475648,0.99,26,3.5,Games,40,5,2
2047,662749248,. Calculator .,59232256,0.0,1525,4.5,Utilities,37,5,31
2048,663068211,SimpleRockets,25284608,2.99,1436,4.5,Games,43,5,1
2049,663547503,rymdkapsel,78278656,3.99,1622,4.5,Games,38,3,1
2050,663820495,Tomb Raider I,341276672,0.99,702,4.0,Games,38,5,11
2051,663965632,Teen Titans Go Arcade,25169920,0.0,897,3.5,Games,43,5,16
2052,664425773,Canon PRINT Inkjet/SELPHY,25640960,0.0,689,2.5,Photo & Video,38,5,20
2053,664457128,Math 42,45851648,0.0,248,4.0,Education,37,5,6
2054,664575829,Fishdom,181924864,0.0,39217,4.5,Games,38,5,12
2055,664783704,LEGO® The Lord of the Rings™,1497927680,4.99,2054,4.5,Games,40,5,1
2056,664939913,"Tile - Find & track your lost phone, wallet, keys",78533632,0.0,5684,4.0,Lifestyle,37,5,5
2057,665001825,Hunter Island: Monsters & Dragons,91312128,0.99,5305,4.5,Games,40,5,6
2058,665678340,12 Minute Athlete HIIT Workouts,24664064,2.99,362,4.5,Health & Fitness,37,0,1
2059,665795633,Fluege.de - Finde den billigsten Flug,185886720,0.0,0,0.0,Travel,37,3,1
2060,665873523,"Retale - Coupons, Weekly Ads & Stores Nearby",113300480,0.0,4861,4.5,Shopping,37,5,1
2061,666202151,movieStudio-Video Editor&Slideshow Maker(pro),99328000,2.99,1033,4.5,Utilities,40,1,12
2062,666508823,Battleheart Legacy,889060352,4.99,3376,4.5,Games,43,5,1
2063,666575946,RealTimes: Video Maker,187350016,0.0,1274,4.5,Photo & Video,37,4,10
2064,667362389,The Room Two,460077056,1.99,36809,5.0,Games,39,4,1
2065,667579844,Move to measure - Flying Ruler,51470336,1.99,1702,4.0,Utilities,38,5,9
2066,667728512,Game of War - Fire Age,220386304,0.0,107916,4.0,Games,37,5,29
2067,667819594,Rhonna Designs,177529856,1.99,2971,4.5,Photo & Video,38,5,24
2068,668159524,Ninja Kid Run VR: Runner & Racing Games For Free,165612544,0.0,15399,4.5,Games,40,5,1
2069,668354926,Air Video HD - Now with multitasking and PiP support!,14665728,5.99,3610,4.5,Photo & Video,38,5,1
2070,668515245,"健康献立レシピ提案 オーガニック “Ohganic""",29184000,0.0,1,4.0,Food & Drink,38,0,1
2071,668533031,洋码头—正品保证海外买手带你全球购洋货,128899072,0.0,41,4.5,Shopping,37,0,1
2072,668576857,"Mister Maker: Let’s Make It! – Design, Draw, Paint, Make and Play",181036032,2.99,9,4.5,Entertainment,40,5,1
2073,668598022,My Little Pony - A Canterlot Wedding,298639360,2.99,273,3.5,Book,39,5,20
2074,669196929,djay 2,119949312,4.99,4511,4.5,Music,24,5,7
2075,669198374,djay 2 for iPhone,76720128,1.99,3431,4.5,Music,37,0,7
2076,669287954,School Lunch Food!,87296000,0.0,488,3.5,Games,38,5,1
2077,669835030,WinZip Full Version - The leading zip unzip and cloud file management tool,22989824,4.99,150,3.0,Utilities,38,5,2
2078,670109767,Rebuild 3: Gangs of Deadsville,105250816,4.99,238,4.5,Games,38,5,1
2079,670133026,Clip Video Download Pro.,31154176,6.99,530,4.0,Photo & Video,43,5,28
2080,670910957,VVebo - 微博客户端,17336320,0.99,259,4.5,Social Networking,38,5,2
2081,671123035,Burger Shop,25294848,0.99,299,5.0,Games,40,0,12
2082,671464704,Vainglory,1182578688,0.0,23779,4.5,Games,38,5,32
2083,671867510,Tayasui Sketches Pro,198499328,4.99,1761,4.5,Productivity,37,5,15
2084,671889349,Jishokun-Japanese English Dictionary & Translator,225522688,0.0,0,0.0,Reference,37,4,2
2085,672002602,Blackbar,3671040,2.99,409,4.0,Games,37,3,2
2086,672150402,Boom Beach,153955328,0.0,241929,4.5,Games,38,5,4
2087,672151350,LOCARI(ロカリ)-オトナ女子向けライフスタイル情報アプリ,33232896,0.0,0,0.0,Lifestyle,37,0,19
2088,672175251,Caveman Feast - 250 Paleo Recipes,97841152,2.99,1501,5.0,Food & Drink,37,5,1
2089,672828590,WGT Golf Game by Topgolf,250150912,0.0,53285,4.5,Games,40,5,1
2090,673041243,心霊たんち機 Plus,1978368,0.0,0,0.0,Entertainment,40,0,2
2091,673120263,Step Out Of Bed! Smart alarm clock to get awake early with a tricky and awakening steps counter - Best alarm app to wake up on time with alarmy music ringtone,35266560,1.99,6696,4.0,Lifestyle,40,0,10
2092,673354210,High 5 Casino - Real Vegas Slots!,167804928,0.0,9930,4.0,Games,38,5,1
2093,673612506,Alice Trapped in Wonderland,363242496,0.99,317,4.5,Games,37,5,4
2094,673672983,Fragment's Note2 Side:雫,896147456,2.99,0,0.0,Games,43,4,1
2095,673673795,RoomScan Pro - The app that draws floor plans by itself,12126208,4.99,1476,4.5,Utilities,38,3,9
2096,674069291,Top Hat Lecture,88988672,0.0,668,3.0,Education,37,5,1
2097,674385418,Automo Camera,16912384,0.99,5,4.5,Photo & Video,40,5,2
2098,674474596,ゲッターズ飯田の占い,34455552,0.0,0,0.0,Entertainment,38,0,2
2099,674590967,東京時層地図 for iPad,1995877376,20.99,0,0.0,Navigation,24,5,2
2100,674657235,MARVEL Spider-Man Unlimited,906462208,0.0,64586,4.5,Games,38,5,15
2101,675054186,OfficeSuite Pro (Mobile Office),172608512,14.99,896,4.0,Business,37,5,10
2102,675628523,Skinseed - Skin Creator for Minecraft Skins,46197760,0.0,5222,4.0,Entertainment,37,5,1
2103,676201334,Kiosk Photo Transfer by Fujifilm,33662976,0.0,58,3.0,Photo & Video,37,0,4
2104,678448523,Skip-Bo™ Pro - The Classic Family Card Game,93094912,1.99,10239,4.5,Games,38,5,9
2105,678861146,Dr. Panda's Airport,95670272,2.99,352,4.5,Education,40,5,21
2106,679454835,VHS Camcorder,16485376,2.99,613,4.0,Photo & Video,37,4,1
2107,679753195,KICK: Official Football Card Trader,227790848,0.0,2641,3.5,Sports,37,5,1
2108,680022952,Candy Blast Mania,240198656,0.0,81648,4.5,Games,38,5,8
2109,680170305,7 Minute Workout Challenge,102137856,2.99,4137,4.5,Health & Fitness,40,0,17
2110,680258201,Photo Quilt - Auto Collage Maker,15210496,0.0,599,4.5,Photo & Video,37,0,1
2111,680268481,本気で英会話！ペラペラ英語　英単語・リスニング・TOEICの学習にも！,112906240,0.99,6,4.0,Education,40,0,4
2112,680366065,DEVICE 6,851309568,3.99,2036,4.5,Games,38,5,1
2113,680436745,Colossatron: Massive World Threat,79237120,0.99,2817,4.5,Games,38,5,13
2114,680581294,Rabbids Big Bang,199843840,0.99,598,4.5,Games,39,5,10
2115,680733772,Gods Of Rome,958016512,0.0,5526,4.5,Games,37,5,14
2116,680819774,Google Home,143726592,0.0,9303,3.5,Entertainment,37,5,55
2117,681370499,Batman: Arkham Origins,910774272,0.0,27738,4.5,Games,39,5,1
2118,681814050,Cut the Rope 2,141105152,1.99,12376,4.5,Games,40,5,10
2119,681942253,Talisman,73767936,1.99,511,4.0,Games,40,5,6
2120,681966300,SUBURBIA City Building Board Game,56918016,4.99,217,4.0,Games,38,5,2
2121,682046579,The Human Body by Tinybop,669071360,3.99,1922,4.0,Education,38,5,58
2122,683942610,My PlayHome Stores,193986560,2.99,1582,4.5,Entertainment,43,4,18
2123,685214412,筆姫 - オシャレなグリーティングカード SNS投稿 自宅印刷もOK,101036032,0.0,0,0.0,Lifestyle,37,5,2
2124,685310398,Voice Recorder (FREE),42368000,0.0,4640,4.5,Utilities,38,4,1
2125,685675706,Fairway Solitaire Blast,124966912,0.0,110062,4.5,Games,38,5,9
2126,685857245,Runtastic Six Pack Abs Workout & Core Trainer,132628480,0.0,4283,4.5,Health & Fitness,37,5,14
2127,686365571,Cops N Robbers (FPS) - Block Survival Multiplayer,467697664,0.0,27122,4.5,Games,38,5,1
2128,686420990,Spider Solitaire ∙,62374912,0.0,145,4.5,Games,37,4,14
2129,686449807,Telegram Messenger,71896064,0.0,7573,4.0,Social Networking,40,3,8
2130,686542963,Sonic & All-Stars Racing Transformed,1117057024,0.0,9109,4.0,Games,38,5,7
2131,686910560,UC浏览器HD,59791360,0.0,78,4.0,Utilities,24,5,1
2132,687421118,buddhify - modern mindfulness for busy lives,285338624,4.99,501,4.5,Health & Fitness,37,4,1
2133,687792357,Squaready for Video - Convert Rectangle Movie Clip into Square Shape for Instagram,38898688,0.0,778,3.0,Photo & Video,37,0,2
2134,687877464,Stop - Fun Categories Word Game,104550400,0.0,8516,4.5,Games,38,5,6
2135,687888390,République,3646993408,1.99,7078,4.5,Games,37,1,1
2136,688285246,Doom and Destiny,164665344,2.99,725,4.5,Games,38,5,1
2137,688319243,PicLab Studio - Creative Editing & Graphic Design,53941248,2.99,20200,4.5,Photo & Video,37,5,1
2138,688831692,Facetune for iPad,72655872,5.99,1718,4.5,Photo & Video,24,5,12
2139,688983474,IQ Test - Pro Edition,66921472,2.99,529,4.5,Games,37,4,1
2140,689165391,"Hopster: Kids TV, Nursery Rhymes, Music, Fun Games",265646080,0.0,58,3.5,Education,37,5,2
2141,689180123,腾讯欢乐麻将全集,259412992,0.0,205,3.5,Games,43,4,1
2142,689859603,SlideStory - Create a slideshow movie and a snap video,54693888,0.0,220,4.5,Photo & Video,40,0,9
2143,689936776,Toca Cars,97187840,2.99,1238,4.0,Education,40,5,18
2144,690016261,Mimpi,262037504,0.0,816,4.5,Games,40,5,1
2145,690106176,Daniel Tiger’s Day & Night,536041472,0.0,314,3.5,Education,40,5,1
2146,690215614,Disneynature Explore,440152064,0.0,202,4.0,Entertainment,38,5,2
2147,690602681,JD Sports,88594432,0.0,18,4.0,Shopping,37,5,8
2148,690802539,ABC Ninja - The Alphabet Slicing Game for Kids,18952192,0.99,172,4.0,Education,37,5,1
2149,690852527,Cascade: Fun Spin and Match Puzzle Game,98864128,0.0,60488,4.5,Games,38,5,7
2150,691025552,Font Candy+ Typography - Editor Add Text To Photos,101650432,2.99,9021,4.5,Photo & Video,37,5,9
2151,691102150,Octagon - A Minimal Arcade Game with Maximum Challenge,30543872,1.99,1072,4.5,Games,40,5,1
2152,691121579,AdBlock,19179520,1.99,1477,4.0,Utilities,37,5,11
2153,691617940,Nowait Guest,86040576,0.0,1625,3.0,Food & Drink,37,0,1
2154,691797987,Google Play Music,82697216,0.0,10118,3.5,Music,37,5,32
2155,692412579,Frozen Free Fall,272471040,0.0,50593,4.5,Games,37,5,9
2156,692669501,Castle Clash: Brave Squads,312680448,0.0,47963,4.0,Games,40,5,11
2157,692717444,Assassin's Creed Pirates,775233536,0.0,23895,4.5,Games,38,5,13
2158,693045097,Lost Echo,613933056,2.99,684,4.5,Games,40,5,11
2159,693689912,IXL - Math and English,118697984,0.0,3546,3.0,Education,24,5,1
2160,694047660,"Budget- Expense Tracker,Bill Reminder,Debt Manager",141714432,0.99,173,4.5,Finance,38,5,11
2161,694133485,Capital One for iPad,92510208,0.0,21858,4.5,Finance,24,5,1
2162,694133630,Piano - Play Keyboard Music Games with Magic Tiles,117793792,0.0,1636,4.5,Music,37,5,22
2163,694164275,Quik – GoPro Video Editor to edit clips with music,211343360,0.0,28654,4.5,Photo & Video,37,5,15
2164,694580816,myCANAL - la TV by CANAL en direct et replay,79643648,0.0,118,4.5,Entertainment,37,4,1
2165,694647259,ProCamera.,96517120,4.99,1525,4.5,Photo & Video,37,0,10
2166,694695717,ULTRA4 Offroad Racing,92291072,1.99,205,3.5,Games,40,5,1
2167,694972182,Ace Fishing: Wild Catch,224596992,0.0,65831,4.5,Games,40,5,14
2168,695108484,Icycle: On Thin Ice,82700288,2.99,2347,4.5,Games,38,5,6
2169,695187101,3D Anatomy,84885504,3.99,91,4.5,Medical,43,5,1
2170,695948278,War Commander: Rogue Assault,179770368,0.0,3858,4.5,Games,37,5,46
2171,696450432,Electric RC Sim,71966720,2.99,209,4.5,Games,39,4,1
2172,696565994,Shadow Fight 2,144713728,0.0,99206,4.5,Games,40,5,1
2173,697927927,Calendars 5 - Daily Planner and Task Manager,76848128,6.99,11768,4.5,Productivity,37,5,9
2174,697996579,Flick Kick Football Legends,109421568,0.0,11250,4.5,Games,38,5,12
2175,698054232,Chatous - Chat with new people,103056384,0.0,1609,3.0,Social Networking,37,0,11
2176,698154775,Fitness and Bodybuilding by VGFIT,66485248,0.99,364,4.5,Health & Fitness,38,5,15
2177,698255242,Geometry Dash Lite,69076992,0.0,370370,5.0,Games,37,4,1
2178,698925807,QR Code Reader by Scan,12734464,0.0,1452,4.5,Utilities,38,3,14
2179,699687299,Feed Me Oil 2,71624704,0.99,296,4.0,Games,38,5,10
2180,700227648,Race The Sun,151481344,4.99,602,4.5,Games,25,5,1
2181,700440156,Articulation Test Center Pro,174737408,59.99,29,4.5,Education,24,5,1
2182,700513526,TunesFlow - Music Player with Equalizer,14417920,3.99,63,4.5,Music,37,4,3
2183,700637744,Deemo,2219819008,1.99,15855,5.0,Games,38,5,1
2184,700653178,Pocket Troops,515005440,0.0,1005,4.5,Games,38,5,7
2185,700793523,Pandemic: The Board Game,72974336,2.99,1259,4.5,Games,38,5,17
2186,700970012,Panda Pop,263766016,0.0,41214,4.5,Games,40,5,1
2187,701112447,Mindfulness Daily,101669888,1.99,1245,5.0,Health & Fitness,38,5,1
2188,701598884,Magic Tower Touch,15577088,0.99,91,4.5,Games,43,0,2
2189,702810576,Slam Dunk Basketball 2 - Play & Do Good,247033856,0.0,2963,4.5,Games,40,5,1
2190,702871560,100 PICS Coloring - free color in book game app,269298688,0.0,1929,5.0,Games,37,5,1
2191,703177890,Ever - Capture Your Memories,134952960,0.0,12755,4.5,Productivity,37,5,16
2192,705211891,Royal Revolt 2 – Defend Your Castle,146573312,0.0,25152,4.5,Games,38,5,17
2193,706099830,My Boo - Virtual Pet with Mini Games for Kids,105143296,0.0,55783,4.5,Games,38,5,5
2194,707189889,Starfall FREE,94261248,0.0,1019,3.5,Education,43,5,1
2195,708142626,Jet Car Stunts 2,51465216,0.0,1862,3.5,Games,40,5,1
2196,708196645,Oceanhorn ™,428865536,7.99,4336,4.5,Games,37,5,11
2197,708379313,Bose SoundTouch,54193152,0.0,3687,4.0,Music,37,4,1
2198,708388097,Dreii,142579712,3.99,148,4.0,Games,38,5,1
2199,708600202,WordBrain,110595072,0.0,391401,4.5,Games,38,5,1
2200,709003148,GANMA! - 漫画が制限ナシで読み放題のマンガアプリ,73193472,0.0,31,4.5,Book,37,5,1
2201,710380093,QQ International,103233536,0.0,274,2.0,Social Networking,38,0,8
2202,710535379,"DraftKings - Daily Fantasy Golf, Baseball, & More",144820224,0.0,20251,4.5,Sports,37,4,18
2203,711074743,FOX Sports GO,99644416,0.0,13898,3.0,Sports,37,4,1
2204,711455226,Forge of Empires,138510336,0.0,15617,4.5,Games,38,5,20
2205,711923939,Square Cash - Send Money for Free,90040320,0.0,23775,4.5,Finance,37,0,1
2206,714086913,Cops N Robbers (Jail Break) - Survival Mini Game,269532160,0.0,6013,4.0,Games,40,5,1
2207,714180827,Star Chart Infinite,140150784,4.99,257,4.5,Education,38,4,8
2208,714463714,"Foundations Memory Work Tutorials, Cycle 2",366681088,15.99,88,3.5,Education,37,5,1
2209,714796093,Cooking Fever,106808320,0.0,107797,4.5,Games,38,5,14
2210,715441573,PICTLOGICA FINAL FANTASY,357237760,0.0,154,3.5,Games,36,5,1
2211,715822238,Papa's Freezeria HD,58384384,2.99,2535,4.5,Games,24,5,1
2212,716262008,SafeTrek - Personal Safety,30316544,0.0,2227,4.5,Lifestyle,11,0,1
2213,716697016,Driving test 2017,77581312,0.0,5,3.5,Education,37,5,4
2214,716932895,Force Saber of Light,60180480,0.0,5424,4.5,Entertainment,37,5,1
2215,717545062,ZaZa Remote-Universal Remote Control,77565952,0.0,83,3.0,Utilities,37,5,21
2216,717555969,Jam League,144881664,0.0,4361,4.5,Games,37,5,1
2217,717628209,一骑当千OL-万人国战（Legend Of Warrior）,389505024,0.0,151,4.5,Games,40,5,1
2218,718043190,Fantastical 2 for iPhone - Calendar and Reminders,45045760,4.99,5405,4.5,Productivity,37,0,6
2219,718082838,Toca Mini,533006336,2.99,536,4.0,Education,40,5,18
2220,718153412,Swamp Attack,123780096,0.0,16968,4.5,Games,40,5,12
2221,718421443,QuizUp™,139014144,0.0,72989,4.5,Games,37,2,5
2222,719219382,Epic! - Unlimited Books for Kids,166014976,0.0,6676,4.5,Education,37,5,7
2223,719320397,Dominos Pro,54100992,1.99,1072,4.5,Games,43,1,1
2224,719401490,FINAL FANTASY VI,698171392,14.99,2998,4.5,Games,38,5,12
2225,719829352,FireChat,15021056,0.0,1037,3.0,Social Networking,37,3,13
2226,719858778,minimo（ミニモ）/サロン予約,23707648,0.0,0,0.0,Catalogs,37,0,1
